groupid,url,title,review_id,sentence_id,text,label_Viktorija,label_Lucija,label_Ana,label_Katja,label_final_Goran,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,3,2,SRAMOTA,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,3,3,Kao da će se početkom ožujka poboljšati situacija ili kao da ne postoji planer za period nakon 29.2.2023.,Neutral,Neutral,Sarcasm,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,3,4,Molim da se stavi mail adresa za kontakt ginekološke ambulante javno na web,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,4,1,"Odlicna,strucna i eticna doktorica,med sestra Mirjana takodjer",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,4,2,Osjecam se ugodno na pregledu i dobijem sve odg na svoja pitanja,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,4,3,Velika preporuka od srca,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,4,4,S,Positive,Neutral,Neutral,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,5,1,"Doktorica je strucna,profesionalna,ima ljudski pristup, sestra je super i susretljiva",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,5,2,Odlican su tim i moj su izbor,Sarcasm,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,6,1,Stvarno ne znam zasto sam tih nekoliko godina bila njen pacijent,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,6,2,Ali iskreno imam najgore misljenje o toj doktorici,Neutral,Negative,Negative,Neutral,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,6,3,Prvo u trudnoci naplacuje UZV 50kn,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,6,4,"Kad sam je pitala ocu li platiti kod sestre u cekaonici, ona je rekla da ne nego da dam njoj na ruke",Negative,Neutral,Neutral,Negative,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,6,5,"Iznimno je bezobrazna, neugodna, i bahata",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,6,6,Ne smijes postavljati pitanja osim ako ne doneses poklon,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,6,7,(osobno je rrkla da zasto njoj nisam donila neki sok il cokoladu nego sam muza povela na Uzv ?!?) krajnje neprofesionalno ponasanje i nje i medicinske sestre,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,6,8,Nadam se da ce netko poslati inspekciju u njenu ordinaciju jer takav princip rada stvarno nema smisla,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,7,1,Medicinska sestra je najneljubaznije biće na planeti,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,7,2,Baš je grozna,Sarcasm,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,7,3,Doktorica je na dane,Neutral,Negative,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,7,4,P.S. ubrzani nalaz PAPA testa košta 100 kn,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,7,5,Nisam znala koliko košta i pitam doktoricu je li 150 kn,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,7,6,Ona odgovorila da je i uzela novce sebi,Negative,Neutral,Negative,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,7,7,Toliko o našem zdravstvu,Sarcasm,Negative,Sarcasm,Sarcasm,Sarcasm,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,8,1,Doktorica je na dane,Negative,Negative,Neutral,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,8,2,Na pitanja odgovara jako lose ili skoro uopce ne,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,8,3,Nema vremena se posvetiti pacijentu jer je uvijek guzva,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,8,4,Čekanje kod nje je kriminalno,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,8,5,"iako si u visokoj trudnoci mozes cekati sat ipo ispred vrata, malo nezgodno",Mixed,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,8,6,Sestra je ok ako si ti prema njoj ok i malo se nasalis s njom,Negative,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,8,7,"Sve u svemu doktorica je mozda ok ali nema nikakvu aparaturu i cesto krivo kaze mjere, tezinu itd",Neutral,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,1,Prva moja ginekologica kod koje sam bila kao cura sve dok nisam ostala trudna i rodila,Mixed,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,2,Trudnocu mi je ok vodila (barem je to meni sve izgledalo ok jer sam bila mlada i kako sam rekla prvi gin prva trudnoca pa i nisam znala moja prava),Negative,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,3,Kako nisam znala nista o trudnoci i promjenama u njoj svaki put kad bi dosla na pregled imala sam dosta pitanja ali odgovore sam jako skuro dobivala i tesko mi je ista vise objasnjavala jer je uvijek bila guzva i nije imala puno vremena da mi se posveti,Mixed,Negative,Mixed,Negative,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,4,S obzirom da sam kroz trudnocu krvarila i imala visokorizicnu trudnocu moj strah je bio opravdan ali ok sve sam ja to razumila i izgurala trudnocu,Negative,Neutral,Mixed,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,5,U 42tjednu trudnoce sam rodila djecaka koji je imao zastoj u rastu najmanje 5tjedana unazad jer mu je pupcana bila 3puta oko vrata,Negative,Neutral,Neutral,Negative,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,6,Doktorica to nije uopce vidila da te zadnje tjedne bebac nije ni grama napredovao ali eto sreca bozja pa je dobivao dovoljno kisika da borac prezivi,Negative,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,7,Cekanje necu niti spominjati,Negative,Negative,Sarcasm,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,8,Znala sam kad idem kod nje da cijelo jutro mogu zaboraviti,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,9,A tek ona kabina prije ulaska u ordinaciju di bi se uvijek polugola mimoilazila s drugim zenama i strepila hoce li mi ta zena koja ceka otvoriti torbu i uzeti sta iu nje,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,10,Cak sam na njemom stolu skupila virusne bradavice na intimnom dijelu,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,11,Svaki pregled se naplacivao bilo ultrazvuka ili ne,Negative,Neutral,Neutral,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,12,Dva ii pol mjeseca nakon pregleda ja zovem da jos jako krvarim od poroda a ona meni da je to ok da se cistim i ne naruci me za pregled,Neutral,Negative,Mixed,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,9,13,Taj dan sam se upisala kod drugog doktora,Positive,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,10,1,Meni je dr Ana super,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,10,2,Vedra i suosjećajna,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,10,,Sve najbolje o njoj mislim,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,11,1,"e sad nemam pojma sto da kazem, ja i moja cijela familija smo kod doktorice vec godinama, i nikad nismo imale problema, hvala Bogu",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,11,2,iznjele smo kod nje 5 toro djece i jedne blizance,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,11,3,"izvadile jednu maternicu, bile preporucene kod najboljih doktora",Positive,Neutral,Neutral,Positive,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,11,4,"znam ceka se, al da je iole losa nebi pola Splita i okolice bilo kod nje",Mixed,Positive,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,11,5,od siline napada pacijenata normalno je da postane masina,Positive,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,11,6,zao mi je svih koji su imale losa iskustva,Positive,Negative,Neutral,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,12,1,"onoj njezinoj medicinskoj sestri se moraš nasmiješit, bit ljubazna i odma je i ona susretljiva :-) :lol",Neutral,Positive,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,1,Bila sam pacijentica dr. Deković godinu dana,Mixed,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,2,"Samo cu ovo reci,da sam je poslušala sada ne bi imala zdravu prekrasn curicu",Neutral,Negative,Neutral,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,3,"Naime,došla sam na dogovoreni pregled kod nje nakon što mi je bila ustanovljena trudnoća tada 5 tjedana,,",Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,4,Naručila me za sljedeće pregled za 4 tjedna,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,5,"Tog kobnog dana ja sam došla kod nje,pregledala me vaginalno i sve je bilo u redu,zatim me pregledala ultrazvučno i rekla da srce moje bebe ne kuca,da ona ne čuje nikakve otkucaje i da mi je plod mrtav i da nezna zbog cega je došlo do toga",Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,6,Napisala mi je uputnicu za kiretažu,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,7,Bila sam van sebe,Mixed,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,8,",Nisam mogla povjerovati u to i hvala Bogu i mom blaženom mužu koji je predložio da otiđemo kod privatnika na pregled i cujemo drugo mišljenje",Mixed,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,9,"Otišla sam kod privatne ginekologice odmah sutradan i pregledala me temeljito,SVE JE BILO U REDU ZAMISLITE",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,10,Malo srce moje curice je kucalo sasvim u redu,Mixed,Neutral,Neutral,Positive,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,11,"Bila sam u šoku,presretna i zaprepaštena zbog svega što se desilo",Negative,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,12,"Da je bilo po njoj,ubili bi moje dijete koje je posve zdravo raslo u meni",Mixed,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,13,13,"Ovo sam morala reći da se zna kakvo je stanje pojedinih lječnika(lječnice) i moj vam je savijet da dobro pazite ne samo kod nje,nego bilo koga da ne dođe do ovakvih rigoroznih stvari koje su zadesile mene",Mixed,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,14,1,"Doktorica je tasta i ne voli kad pacijent ode po drugo misljenje, odmah mu to i prigovori",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,14,2,Cesto je neljubazna i svisoka razgovara,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,14,3,"Kad sam se u ranoj fazi trudnoca dosla zaliti na jake bolive, pregledala me i rekla NISTA TEBE NE BOLI",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,14,4,Nakon par sati sam imala spontani,Negative,Neutral,Neutral,Negative,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,14,5,"Sestra je promjenjivih raspolozenja, ako dodjes s nekakvom ukrasnom vrecicom svakako imas prednost pred ostalima",Mixed,Negative,Sarcasm,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,14,6,"Hvala doktorici, ipak sam dvije trudnoce uredno iznijela kod nje, ali imala sam neugodnih momenata kad se bas postavljala superiorno",Negative,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,1,zelim samo potvrditi price ovih cura i reci da sam glupa sta sam ostala tako dugo kod nje,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,2,"preko 5 godina mi je davala hormone zbog policisticnih jajnika bez ikakvog ucinka, a dozu je samo pojacavala",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,3,"to sto se nije popboljsalo stanje je objasnila s tim da bar nije gore i da to ""moram"" pit",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,4,Imala sam grozne nuspojave i jetru skoro pa unistenu,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,5,Kad sam pocela trazit da se nade uzrok mog problema bila je jako neugodna i ljutito me izvrijedala,Positive,Negative,Negative,Positive,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,6,nakon toga sam se okrenula alternativnoj medicini i u par mjeseci rijesila problem koji ona nije mogla preko pet godina,Mixed,Negative,Mixed,Negative,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,7,"kap koja je prelila casu je bila kad me htjela stavit opet na hormone da bi ostala trudna iako nije bilo nikakve naznake da ne mogu ostat trudna prirodnim putem, a niti sam do tad pokusala",Mixed,Neutral,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,8,"sad sam sretna kod drugog lijecnika, a i zatrudnila sam prirodno bez hormonskih pomagala",Negative,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,9,"sestra joj je zivi uzas, jako grintava i neorganizirana",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,10,zasto uopce se trudi narucit ljude kad svejedno uvijek cekas po 2-3 sata,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,11,koja je onda svrha narudzbe,Negative,Neutral,Sarcasm,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,12,"ne znam zasto su uopce na glasu kao dobri, meni se nisu pokazali",Mixed,Negative,Negative,Mixed,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,15,13,mozda ima neko drugo podrucje u kojem se bolje snalazi ali hormoni definitivno nisu to,Negative,Mixed,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,16,1,jednom riječju užas,Mixed,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,16,2,"dvije godine sam pila kontracepcijske po njenoj preporuci a ona se niti jedan put u te dvije godine meni nije sjetila ponudit da vadim krv, što je dovelo do toga da su mi se od tih hormona i tableta povećali jetreni enzimi toliko da je došlo do oštećenja jetre",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,16,3,"A o onoj njezinoj sestri da ne govorim, toliko zloće i arogancije u jednoj osobi dugo nisam vidila",Mixed,Negative,Negative,Mixed,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,16,4,"uglavnom, nakon toga sam se prebacila kod druge ginekologinje, i zadovoljna sam",Mixed,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,17,1,"zbog povišenih androgena me godinu dana kljukala tabletama a da me nijednom nije poslala pregledati krv, slucajno na sistematskom mi otkrili tesko ostecenje jetre; od tableta sam imala niz nus pojava(danas znam da sam mogla odapet), placuci sam je molila da mi promjeni terapiju,ali me frknila van da ne može nego se trebam naviknutii poslala me mojoj dr da uzmem nesto za smirenje, naplacivala mi ultrazvucne preglede svaki put, za pregled prvo moram izac s posla kako bi se narucila, pa kad sam narucena opet izac s posla i cekat red satima i onda jos platim ultrazvuke papu",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,17,2,"jeftinije ici kod privatnog lijecnika; da ne govorim o ljubaznosti sestre koje se bojim, pa ono predsoblje gdje se moram skinuti i gola cekati da udem i mimoilazim se s drugom pacijenticom(koja je također polugola, a najveca je baza kad tako polugol sjedis i cekas a onda sestri sune da je mora nesto upitati i makne iznenada onu zavjesu da bi dosla do doktorice i lijepo cijela cekaona ima pogled na tebe(ispred njene ordinacije koliko se sjecam je neka ambulanta za pomorce)-tragikomicno",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,18,1,"doktorica voli malo pametovat, ali sta joj medicinska sestra tek pametuje",Sarcasm,Negative,Negative,Sarcasm,Sarcasm,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,18,2,"ona se ponasa kao da ima 10doktorata,strasno",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/ana-dekovic/d14212,Ana Deković,18,3,"cekanje dok se ne onesvjestis, ljubaznost",Neutral,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
